"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,109.848271696213,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,101.156999415797,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,100.459894801817,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.615681106917,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.709296849911,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,105.841831532625,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,108.685545443521,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,109.101446815392,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,109.709805459017,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,110.092776141882,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,111.510160901407,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,113.944445891196,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,115.312232232731,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,115.139415889474,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,117.121857004789,,
"FRA","France","HPI_YDH","Price to income ratio","2015-Q3","Q3-2015","IDX","Index","0","Units",,,99.6708062118594,,
"FRA","France","HPI_YDH","Price to income ratio","2015-Q4","Q4-2015","IDX","Index","0","Units",,,99.4394120874346,,
"FRA","France","HPI_YDH","Price to income ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,99.3641488216911,,
"FRA","France","HPI_YDH","Price to income ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,99.3686193116864,,
"FRA","France","HPI_YDH","Price to income ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,99.2519959974704,,
"FRA","France","HPI_YDH","Price to income ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,99.4936754480629,,
"FRA","France","HPI_YDH","Price to income ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,100.143526555878,,
"FRA","France","HPI_YDH","Price to income ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,100.317077284474,,
"FRA","France","HPI_YDH","Price to income ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,100.769135526155,,
"FRA","France","HPI_YDH","Price to income ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,100.231528696362,,
"FRA","France","HPI_YDH","Price to income ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,101.446721520638,,
"FRA","France","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,100.712631380092,,
"FRA","France","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,101.14290146372,,
"FRA","France","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,100.586638872935,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.398488864183,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2015-Q4","Q4-2015","IDX","Index","0","Units",,,100.972611597068,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,101.803083706598,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.534213350969,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,103.353428393804,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,104.182435760134,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,104.908057179264,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,105.748887951906,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,106.490895609979,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,107.256842684998,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,108.153298862868,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,108.632936020085,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,109.060564444526,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,109.416462004303,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.127036291617,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,99.9294198440633,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,99.9984095678571,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.213867360166,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,100.323692713405,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,100.730810326902,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,101.05600214821,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,101.298925095563,,
